contract_id,vendor_id,item_name,category,contract_price,payment_terms,effective_date
CON014332,V0391,Structural Pneumatic Cylinder Premium,Structural,3239.43,Net60,2022-03-21
CON014333,V0176,Structural Gearbox Heavy Duty,Structural,2662.32,Net60,2024-11-29
CON014334,V0092,Electrical Gearbox Premium,Electrical,1108.97,Net60,2022-11-04
CON014335,V0338,Structural Gearbox Heavy Duty,Structural,2797.5,Net60,2022-07-23
CON014336,V0350,Electrical Gearbox Kit,Electrical,1941.38,Net30,2023-03-18
CON014337,V0010,Safety Hydraulic Pump Standard,Safety,104.22,Net45,2024-09-16
CON014338,V0217,Structural Copper Wire Premium,Structural,2113.53,Net15,2022-01-13
CON014339,V0021,Electrical Conveyor Belt Standard,Electrical,1392.71,Net15,2024-05-28
CON014340,V0196,Structural Bearing,Structural,1787.91,Net15,2024-10-27
CON014341,V0439,Fluid Lubricant Standard,Fluid,265.3,Net45,2022-08-06
CON014342, V0428 ,Fluid Pneumatic Cylinder,Fluid,1850.58,Net45,2024-11-22
CON014343,V0160,Structural Hydraulic Pump Premium,Structural,462.69,Net45,2022-09-25
CON014344,V0306,Instrumentation Flow Meter Heavy Duty,Instrumentation,2822.52,Net30,2021-03-25
CON014345,V0119,Instrumentation Copper Wire Heavy Duty,Instrumentation,871.99,Net15,2022-11-25
CON014346,V0475,Safety Control Panel,Safety,268.16,Net45,2024-11-05
CON014347,V0233,Instrumentation Industrial Paint Heavy Duty,Instrumentation,3883.31,Net15,2023-08-21
CON014348,V0141,Instrumentation Bearing Premium,Instrumentation,2616.55,Net45,2024-01-24
CON014349,V0164,Fluid Safety Helmet Kit,Fluid,1580.23,Net45,2024-05-26
CON014350,V0411,Electrical Lubricant Heavy Duty,Electrical,2414.92,Net30,2022-05-12
CON014351,V0459,Mechanical Conveyor Belt,Mechanical,3231.88,Net45,2022-03-18
CON014352,V0325,Fluid Steel Rod Standard,Fluid,1981.49,Net15,2024-09-05
CON014353,V0031,Electrical Pneumatic Cylinder Kit,Electrical,277.13,Net30,2022-04-14
CON014354,V0302,Safety Conveyor Belt,Safety,316.94,Net30,2023-11-24
CON014355,V0151,Structural Bearing,Structural,1880.48,Net30,2023-03-08
CON014356,V0323,Safety Transformer Oil Premium,Safety,130.04,Net60,2024-06-05
CON014357,V0376,Safety Lubricant Kit,Safety,514.72,Net45,2024-06-04
CON014358,V0400,Fluid Steel Rod Standard,Fluid,2028.44,Net45,2024-01-16
CON014359,V0032,Safety Welding Rod Kit,Safety,289.77,Net15,2024-11-24
CON014360,V0007,Structural Pressure Gauge Standard,Structural,1756.35,Net45,2024-12-06
CON014361,V0008,Electrical Lubricant Heavy Duty,Electrical,2414.89,Net15,2024-03-20
CON014362,V0164,Structural Bearing Kit,Structural,1463.23,Net45,2022-02-11
CON014363,V0053,Mechanical Circuit Breaker Premium,Mechanical,2824.89,Net45,2022-05-12
CON014364,V0291,Safety Pressure Gauge Kit,Safety,400.35,Net30,2024-05-09
CON014365,V0146,Instrumentation Valves Heavy Duty,Instrumentation,3248.95,Net15,2024-10-03
CON014366,V0263,Fluid Bearing Premium,Fluid,906.79,Net15,2024-07-30
CON014367,V0449,Mechanical Pressure Gauge Standard,Mechanical,2862.03,Net30,2022-09-13
CON014368,V0108,Safety Conveyor Belt Standard,Safety,148.02,Net15,2021-03-05
CON014369,V0391,Electrical Conveyor Belt Heavy Duty,Electrical,964.88,Net60,2022-05-03
CON014370,V0289,Safety Hydraulic Pump Heavy Duty,Safety,53.75,Net30,2023-12-27
CON014371,V0289,Safety Flow Meter Kit,Safety,355.52,Net30,2024-05-13
CON014372,V0422,Electrical Steel Rod Standard,Electrical,1402.54,Net45,2022-02-19
CON014373,V0155,Instrumentation Copper Wire,Instrumentation,3674.65,Net15,2024-07-02
CON014374,V0445,Safety Pneumatic Cylinder Kit,Safety,212.33,Net15,2021-10-11
CON014375,V0068,Instrumentation Pneumatic Cylinder Premium,Instrumentation,574.97,Net60,2021-08-24
CON014376,V0110,Fluid Bearing Premium,Fluid,971.07,Net15,2024-12-12
CON014377,,Safety Pneumatic Cylinder Kit,Safety,211.04,Net60,2023-11-25
CON014378,V0478,Safety Pressure Gauge Kit,Safety,431.36,Net60,2023-03-24
CON014379,V0097,Instrumentation Pneumatic Cylinder Premium,Instrumentation,581.02,Net60,2024-02-22
CON014380,V0109,Fluid Flow Meter Kit,Fluid,259.87,Net15,2025-13-45
CON014381,V0299,Safety Control Panel Kit,Safety,249.46,Net15,2021-10-08
CON014382,,Safety Welding Rod Kit,Safety,295.34,Net60,2023-08-28
CON014383,V0134,Instrumentation Flow Meter Premium,Instrumentation,1458.63,Net60,2022-02-21
CON014384,V0459,Mechanical Safety Helmet Standard,Mechanical,2777.09,Net45,2024-01-12
CON014385,V0165,Instrumentation Copper Wire,Instrumentation,3769.51,Net15,2021-01-05
CON014386,V0338,Safety Pressure Gauge Kit,Safety,426.85,Net999,2024-09-09
CON014387,V0001,Mechanical Circuit Breaker Heavy Duty,Mechanical,4169.22,Net15,2023-01-23
CON014388,V0070,Electrical Conveyor Belt,Electrical,1698.61,Net60,2022-12-27
CON014389,V0456,Fluid Pneumatic Cylinder,Fluid,2091.32,Net15,2021-01-08
CON014390,V0146,Electrical Steel Rod Standard,Electrical,1498.38,Net15,2021-08-14
CON014391,V0376,Structural Conveyor Belt Premium,Structural,410.32,Net45,2022-06-17
CON014392,V0291,Electrical Transformer Oil Standard,Electrical,413.98,Net30,2024-07-14
CON014393, V0444 ,Instrumentation Copper Wire,Instrumentation,3620.94,Net45,2023-03-29
CON014394,V0002,Structural Lubricant,Structural,3269.17,Net45,2022-07-27
CON014395,V0005,Safety Pneumatic Cylinder Kit,Safety,214.29,Net15,2023-11-13
CON014396,V0244,Safety Conveyor Belt,Safety,297.41,Net60,2023-12-09
CON014397,V0303,Structural Bearing,Structural,1649.09,Net60,2023-08-20
CON014398,V0244,Mechanical Circuit Breaker Heavy Duty,Mechanical,3957.45,Net999,2022-05-23
CON014399,V0136,Electrical Transformer Oil Standard,Electrical,399.01,Net45,2024-11-19
CON014400,V0154,Instrumentation Flow Meter Kit,Instrumentation,3756.43,Net15,2023-07-19
CON014401,V0083,Safety Hydraulic Pump Heavy Duty,Safety,51.93,Net30,2024-04-10
CON014402,V0404,Mechanical PVC Pipe Premium,Mechanical,1486.02,Net30,2024-07-21
CON014403,V0388,Electrical Conveyor Belt,Electrical,1765.65,Net15,2023-12-09
CON014404,V0499,Electrical PVC Pipe Kit,Electrical,2292.04,Net60,2023-05-07
CON014405,V0468,Instrumentation Pneumatic Cylinder Premium,Instrumentation,561.96,Net30,2022-06-06
CON014406,V0372,Fluid Safety Helmet Kit,Fluid,1462.8,Net30,2023-12-17
CON014407,V0372,Fluid Steel Rod Standard,Fluid,2161.14,Net30,2023-03-03
CON014408,V0260,Mechanical Circuit Breaker Heavy Duty,Mechanical,3979.88,Net60,2023-09-19
CON014409,V0206,Mechanical Pressure Gauge Standard,Mechanical,2846.27,Net60,2023-08-06
CON014410,V0431,Safety Hydraulic Pump Heavy Duty,Safety,53.68,Net45,2023-09-30
CON014411,V0053,Electrical Gearbox Premium,Electrical,1200.65,Net45,2021-05-25
CON014412,V0406,Safety Lubricant Standard,Safety,471.49,Net60,2021-07-05
CON014413,V0160,Instrumentation Circuit Breaker Standard,Instrumentation,2158.29,Net45,2024-06-11
CON014414,V0052,Safety Lubricant Kit,Safety,488.28,Net30,2024-01-28
CON014415,V0300,Electrical Gearbox Kit,Electrical,1789.89,Net30,2024-09-29
CON014416,V0346,Electrical Conveyor Belt,Electrical,1765.17,Net45,2021-07-14
CON014417,V0123,Structural Conveyor Belt Premium,Structural,379.63,Net60,2024-01-17
CON014418,V0156,Safety Flow Meter Kit,Safety,320.08,Net15,2022-01-14
CON014419,V0190,Electrical Lubricant Heavy Duty,Electrical,2331.34,Net45,2022-04-01
CON014420,V0004,Safety Transformer Oil Standard,Safety,150.18,Net30,2023-04-09
CON014421,V0134,Structural Hydraulic Pump Premium,Structural,410.56,Net60,2022-11-22
CON014422,V0417,Electrical Safety Helmet Kit,Electrical,1500.38,Net15,2023-04-26
CON014423,V0360,Structural Steel Rod Kit,Structural,1592.43,Net60,2023-12-14
CON014424,V0434,Structural Bearing Kit,Structural,1457.6,Net30,2021-12-03
CON014425,V0107,Instrumentation Industrial Paint Heavy Duty,Instrumentation,3562.61,Net30,2023-11-08
CON014426,V0083,Mechanical Welding Rod Heavy Duty,Mechanical,780.02,Net30,2023-09-25
CON014427,V0438,Safety Conveyor Belt Standard,Safety,144.97,Net45,2023-07-25
CON014428,V0374,Electrical Lubricant Heavy Duty,Electrical,2376.97,Net60,2024-09-09
CON014429,V0363,Mechanical Copper Wire Heavy Duty,Mechanical,3741.45,Net45,2022-11-03
CON014430,V0145,Safety Pneumatic Cylinder,Safety,221.59,Net60,2021-01-27
CON014431,V0145,Safety Flow Meter Kit,Safety,323.23,Net60,2022-07-04
CON014432,V0351,Safety Lubricant Kit,Safety,512.97,Net60,2023-10-24
CON014433,V0277,Electrical Steel Rod,Electrical,917.41,Net45,2024-03-07
CON014434,V0382,Safety Pressure Gauge Kit,Safety,429.27,Net15,2023-12-28
CON014435,V0292,Fluid Conveyor Belt Kit,Fluid,1355.27,Net30,2023-03-24
CON014436,V0251,Mechanical Electric Motor Premium,Mechanical,968.3,Net60,2023-12-31
CON014437,V0465,Mechanical Electric Motor Standard,Mechanical,2072.98,Net60,2024-07-25
CON014438,V0098,Electrical Steel Rod Standard,Electrical,1470.07,Net60,2024-12-16
CON014439,V0484,Structural PVC Pipe Heavy Duty,Structural,734.09,Net15,2022-01-22
CON014440,V0102,Structural Conveyor Belt Standard,Structural,1662.2,Net45,2024-09-15
CON014441,V0013,Safety Transformer Oil Kit,Safety,524.72,Net15,2021-04-17
CON014442,V0359,Instrumentation Safety Helmet,Instrumentation,1353.68,Net60,2022-02-07
CON014443,V0076,Structural Steel Rod Kit,Structural,1617.14,Net45,2023-03-08
CON014444,V0222,Structural Gearbox Heavy Duty,Structural,2820.13,Net45,2023-02-19
CON014445,V0280,Safety Control Panel Heavy Duty,Safety,472.87,Net15,2022-07-06
CON014446,V0316,Safety Pneumatic Cylinder Kit,Safety,239.23,Net30,2021-02-25
CON014447,V0450,Structural Pneumatic Cylinder Premium,Structural,3430.46,Net15,2023-10-30
CON014448,V0110,Electrical Conveyor Belt Heavy Duty,Electrical,1039.54,Net15,2021-03-03
CON014449,V0219,Mechanical Circuit Breaker Heavy Duty,Mechanical,3833.05,Net45,2022-11-21
CON014450,V0297,Electrical PVC Pipe Kit,Electrical,2121.74,Net45,2024-01-27
CON014451,V0159,Electrical Steel Rod Standard,Electrical,1408.18,Net60,2024-11-17
CON014452,V0144,Instrumentation Transformer Oil Kit,Instrumentation,2038.79,Net45,2021-08-16
CON014453,V0372,Electrical PVC Pipe Premium,Electrical,2854.44,Net30,2022-08-20
CON014454,V0316,Instrumentation Flow Meter Heavy Duty,Instrumentation,2737.31,Net30,2023-12-17
CON014455,V0014,Fluid Safety Helmet Standard,Fluid,597.29,Net30,2022-09-03
CON014456,V0344,Instrumentation Industrial Paint Heavy Duty,Instrumentation,3628.21,Net45,2021-02-06
CON014457,V0044,Fluid Safety Helmet Standard,Fluid,598.35,Net45,2021-08-14
CON014458,V0073,Electrical Pneumatic Cylinder Kit,Electrical,275.61,Net15,2024-01-03
CON014459,V0145,Safety Conveyor Belt,Safety,308.82,Net60,2022-02-06
CON014460,V0074,Mechanical Electric Motor Standard,Mechanical,1957.39,Net30,2022-05-17
CON014461,V0282,Electrical PVC Pipe Premium,Electrical,2613.38,Net15,2022-09-21
CON014462,V0330,Instrumentation Bearing Premium,Instrumentation,2725.46,Net45,2021-07-20
CON014463,V0102,Mechanical Circuit Breaker Premium,Mechanical,3136.41,Net45,2021-06-18
CON014464,V0211,Fluid Lubricant Standard,Fluid,282.22,Net60,2024-06-16
CON014465, V0064 ,Fluid Lubricant Standard,Fluid,290.1,Net45,2024-07-29
CON014466,V0026,Structural Conveyor Belt Standard,Structural,1732.05,Net30,2024-03-11
CON014467,V0323,Structural Flow Meter Premium,Structural,1617.7,Net60,2024-04-28
CON014468,V0258,Instrumentation Valves Heavy Duty,Instrumentation,3639.09,Net30,2022-07-21
CON014469,V0246,Electrical Steel Rod Standard,Electrical,1502.38,Net45,2022-03-17
CON014470,V0089,Instrumentation Electric Motor Premium,Instrumentation,2937.63,Net45,2023-04-09
CON014471,V0345,Safety Pneumatic Cylinder Kit,Safety,241.02,Net15,2021-10-10
CON014472,V0175,Structural Copper Wire Standard,Structural,2515.26,Net60,2024-05-06
CON014473,V0301,Fluid Lubricant Standard,Fluid,265.29,Net30,2024-02-09
CON014474,V0120,Instrumentation Flow Meter Heavy Duty,Instrumentation,2947.14,Net15,2024-08-01
CON014475,V0026,Structural Conveyor Belt Standard,Structural,1646.58,Net30,2023-08-05
CON014476,V0149,Electrical Gearbox Kit,Electrical,1807.77,Net30,2022-08-13
CON014477,V0374,Electrical PVC Pipe Premium,Electrical,2464.95,Net60,2024-05-10
CON014478,V0302,Safety Transformer Oil Premium,Safety,141.13,Net30,2024-06-23
CON014479,V0110,Fluid Lubricant Standard,Fluid,284.91,Net15,2023-01-13
CON014480,V0208,Structural Valves Standard,Structural,3129.67,Net60,2021-03-25
CON014481,V0321,Mechanical Flow Meter,Mechanical,4110.15,Net15,2023-11-26
CON014482,V0211,Safety Conveyor Belt,Safety,290.64,Net60,2021-08-09
CON014483,V0209,Instrumentation Flow Meter Heavy Duty,Instrumentation,3134.89,Net30,2021-12-01
CON014484,V0054,Structural Conveyor Belt Premium,Structural,378.07,Net30,2021-08-21
CON014485,V0349,Safety Control Panel Heavy Duty,Safety,467.13,Net30,2023-12-12
CON014486,V0247,Safety Control Panel,Safety,259.5,Net15,2021-10-03
CON014487,V0159,Electrical Conveyor Belt Heavy Duty,Electrical,949.37,Net60,2023-11-05
CON014488,V0375,Safety Hydraulic Pump Heavy Duty,Safety,51.54,Net15,2023-12-07
CON014489,V0387,Instrumentation Flow Meter Kit,Instrumentation,3904.84,Net60,2022-05-02
CON014490,V0365,Electrical Circuit Breaker,Electrical,1855.39,Net30,2023-11-24
CON014491,V0080,Safety Lubricant Kit,Safety,491.29,Net15,2023-03-30
CON014492,,Structural Copper Wire Premium,Structural,1925.15,Net45,2023-02-27
CON014493,V0401,Safety Control Panel,Safety,272.02,Net30,2021-06-05
CON014494,V0307,Fluid Conveyor Belt,Fluid,1984.71,Net30,2023-12-22
CON014495,V0072,Electrical PVC Pipe Premium,Electrical,2668.48,Net15,2023-03-06
CON014496,V0066,Mechanical Circuit Breaker Heavy Duty,Mechanical,4029.75,Net45,2021-12-18
CON014497,V0484,Safety Conveyor Belt Standard,Safety,136.93,Net15,2022-03-31
CON014498,V0254,Fluid Conveyor Belt Kit,Fluid,1324.14,Net15,2021-11-20
CON014499,V0048,Safety Pneumatic Cylinder Kit,Safety,216.88,Net30,2024-06-04
CON014500,V0321,Safety Hydraulic Pump Heavy Duty,Safety,49.85,Net15,2023-01-10
CON014501,V0319,Structural Transformer Oil Kit,Structural,2797.55,Net45,2024-07-13
CON014502,V0218,Safety Hydraulic Pump Heavy Duty,Safety,48.74,Net30,2021-03-04
CON014503,V0208,Safety Flow Meter Kit,Safety,361.43,Net60,2023-03-27
CON014504,V0325,Instrumentation Bearing Premium,Instrumentation,2654.59,Net15,2024-09-09
CON014505,V0050,Instrumentation Safety Helmet,Instrumentation,1221.08,Net45,2022-09-24
CON014506,V0325,Instrumentation Pneumatic Cylinder Premium,Instrumentation,628.59,Net15,2022-02-08
CON014507,V0204,Fluid Flow Meter Kit,Fluid,252.56,Net60,2024-12-08
CON014508,V0056,Safety Flow Meter Kit,Safety,342.49,Net30,2022-08-26
CON014509,V0072,Structural PVC Pipe Heavy Duty,Structural,777.45,Net15,2022-12-17
CON014510,V0484,Electrical Conveyor Belt,Electrical,1868.53,Net15,2024-08-04
CON014511,V0015,Fluid Safety Helmet Premium,Fluid,133.87,Net30,2024-05-09
CON014512,V0458,Fluid Conveyor Belt,Fluid,1928.19,Net30,2023-05-14
CON014513,V0133,Structural Pressure Gauge Standard,Structural,1815.72,Net45,2021-10-20
CON014514,V0370,Electrical Circuit Breaker,Electrical,1601.44,Net60,2024-01-28
CON014515,V0185,Instrumentation Flow Meter Premium,Instrumentation,1509.32,Net45,2024-10-25
CON014516,V0209,Safety Lubricant Kit,Safety,525.59,Net30,2021-07-15
CON014517,V0455,Electrical Conveyor Belt Standard,Electrical,1533.3,Net45,2022-05-27
CON014518,V0353,Electrical Transformer Oil Kit,Electrical,2116.46,Net15,2021-09-28
CON014519,V0475,Structural Bearing Kit,Structural,1397.31,Net45,2022-03-18
CON014520,V0014,Mechanical PVC Pipe Premium,Mechanical,1377.58,Net30,2022-02-02
CON014521,V0392,Structural Copper Wire Premium,Structural,1855.86,Net30,2021-10-02
CON014522,V0381,Structural Hydraulic Pump Premium,Structural,463.59,Net15,2024-06-07
CON014523,V0151,Safety Welding Rod Kit,Safety,302.13,Net30,2022-07-29
CON014524,V0011,Electrical Steel Rod,Electrical,923.17,Net60,2024-03-18
CON014525,V0422,Electrical Steel Rod Standard,Electrical,1562.4,Net45,2024-04-19
CON014526,V0083,Instrumentation Steel Rod,Instrumentation,3280.98,Net30,2021-06-01
CON014527,V0270,Electrical PVC Pipe Kit,Electrical,2207.18,Net30,2021-10-07
CON014528,V0176,Fluid Steel Rod Standard,Fluid,1977.05,Net60,2024-09-12
CON014529,V0285,Structural Conveyor Belt Premium,Structural,432.13,Net60,2022-01-11
CON014530,V0432,Electrical Steel Rod Standard,Electrical,1449.78,Net45,2024-05-10
CON014531,V0126,Instrumentation Fasteners,Instrumentation,2107.33,Net30,2021-08-11
CON014532,V0383,Instrumentation Industrial Paint Heavy Duty,Instrumentation,3695.45,Net30,2023-09-18
CON014533,,Structural Copper Wire Standard,Structural,2644.27,Net60,2023-11-30
CON014534,V0454,Electrical Safety Helmet Kit,Electrical,1579.48,Net45,2023-11-27
CON014535,V0059,Fluid Conveyor Belt,Fluid,2178.33,Net60,2022-08-26
CON014536,V0075,Safety Hydraulic Pump Heavy Duty,Safety,47.47,Net60,2022-08-29
CON014537,V0494,Mechanical Fasteners Heavy Duty,Mechanical,3118.04,Net15,2021-01-20
CON014538,V0093,Safety Transformer Oil Heavy Duty,Safety,472.49,Net45,2022-08-04
CON014539,V0336,Structural Bearing Kit,Structural,1400.33,Net60,2024-06-21
CON014540,V0013,Structural Valves Standard,Structural,3050.51,Net15,2024-10-17
CON014541,V0456,Electrical Steel Rod,Electrical,920.23,Net15,2021-04-28
CON014542,V0237,Electrical Steel Rod,Electrical,846.28,Net60,2021-01-12
CON014543,V0400,Safety Control Panel,Safety,266.28,Net45,2024-08-31
CON014544,V0263,Mechanical Electric Motor Standard,Mechanical,2112.79,Net15,2021-03-17
CON014545,V0157,Fluid Safety Helmet Premium,Fluid,139.91,Net30,2024-05-09
CON014546,V0488,Structural Conveyor Belt Premium,Structural,429.9,Net15,2021-07-15
CON014547,V0046,Safety Flow Meter Kit,Safety,357.64,Net60,2024-02-09
CON014548,V0220,Structural Valves Standard,Structural,3399.53,Net45,2024-01-12
CON014549,V0181,Safety Pneumatic Cylinder Kit,Safety,208.14,Net60,2021-06-26
CON014550,V0315,Instrumentation Valves Heavy Duty,Instrumentation,3555.66,Net30,2021-07-11
CON014551, V0452 ,Instrumentation Flow Meter Premium,Instrumentation,1473.23,Net60,2023-10-02
CON014552,V0347,Structural Safety Helmet Heavy Duty,Structural,931.64,Net30,2024-09-24
CON014553,V0120,Instrumentation Copper Wire,Instrumentation,3711.48,Net15,2023-02-03
CON014554,V0286,Instrumentation Pneumatic Cylinder Premium,Instrumentation,599.87,Net15,2024-09-30
CON014555,V0413,Fluid Conveyor Belt Kit,Fluid,1455.09,Net60,2023-12-03
CON014556,V0390,Electrical Circuit Breaker,Electrical,1732.31,Net30,2024-09-18
CON014557,V0039,Structural Lubricant,Structural,3707.4,Net45,2022-05-02
CON014558,V0350,Safety Transformer Oil Heavy Duty,Safety,465.5,Net30,2023-01-21
CON014559,,Fluid Conveyor Belt,Fluid,2040.92,Net60,2025-13-45
CON014560,V0431,Safety Welding Rod Kit,Safety,284.78,Net45,2021-12-03
CON014561,V0105,Mechanical Conveyor Belt,Mechanical,3221.01,Net45,2024-09-24
CON014562,V0069,Safety Conveyor Belt Standard,Safety,126.39,Net30,2023-10-12
CON014563,V0204,Fluid Safety Helmet Premium,Fluid,126.55,Net60,2024-01-13
CON014564,V0035,Instrumentation Flow Meter Heavy Duty,Instrumentation,2835.91,Net60,2023-01-08
CON014565,V0407,Mechanical Fasteners Heavy Duty,Mechanical,3185.74,Net45,2022-02-21
CON014566,V0259,Mechanical Welding Rod Heavy Duty,Mechanical,888.16,Net60,2021-04-04
CON014567,V0490,Safety Control Panel Kit,Safety,231.54,Net30,2023-04-23
CON014568,V0057,Structural Transformer Oil,Structural,618.83,Net15,2022-04-18
CON014569,V0417,Fluid Safety Helmet Premium,Fluid,130.11,Net15,2021-04-16
CON014570,V0094,Mechanical Flow Meter Premium,Mechanical,2510.84,Net30,2021-03-23
CON014571,V0042,Safety Pneumatic Cylinder Kit,Safety,240.06,Net60,2023-08-06
CON014572,V0261,Mechanical Circuit Breaker Premium,Mechanical,2829.52,Net45,2021-07-10
CON014573,V0215,Structural PVC Pipe Heavy Duty,Structural,721.56,Net45,2023-05-17
CON014574,V0404,Instrumentation Safety Helmet,Instrumentation,1409.14,Net30,2024-07-20
CON014575,V0239,Safety Lubricant Standard,Safety,499.1,Net45,2021-01-16
CON014576, V0075 ,Instrumentation Fasteners,Instrumentation,2052.52,Net60,2022-01-15
CON014577,V0093,Fluid Control Panel Premium,Fluid,2093.31,Net45,2023-04-03
CON014578,V0379,Safety Pneumatic Cylinder Kit,Safety,226.47,Net30,2023-02-01
CON014579,V0209,Safety Hydraulic Pump Standard,Safety,96.22,Net30,2023-05-30
CON014580,V0043,Structural Bearing,Structural,1795.28,Net15,2021-12-22
CON014581,V0215,Mechanical Electric Motor Premium,Mechanical,1048.0,Net45,2023-07-24
CON014582,V0214,Instrumentation Pneumatic Cylinder Premium,Instrumentation,633.44,Net45,2024-01-13
CON014583,V0281,Fluid Control Panel Premium,Fluid,2251.39,Net15,2021-03-27
CON014584,V0252,Structural Bearing Kit,Structural,1524.68,Net60,2024-04-05
CON014585,V0150,Mechanical Fasteners Heavy Duty,Mechanical,3047.71,Net60,2023-10-13
CON014586,V0144,Safety Transformer Oil Premium,Safety,146.08,Net45,2023-12-15
CON014587,V0466,Safety Control Panel Kit,Safety,255.3,Net30,2024-01-20
CON014588,V0409,Structural Pneumatic Cylinder Premium,Structural,3579.75,Net60,2024-12-06
CON014589,V0331,Electrical Gearbox Premium,Electrical,1227.17,Net30,2023-10-01
CON014590,V0289,Mechanical Flow Meter,Mechanical,4216.69,Net30,2023-07-17
CON014591,V0179,Electrical Conveyor Belt,Electrical,1914.15,Net60,2024-05-01
CON014592,V0298,Safety Control Panel,Safety,250.34,Net45,2022-08-16
CON014593,V0302,Electrical Bearing Heavy Duty,Electrical,1613.71,Net30,2024-03-31
CON014594,V0306,Structural Hydraulic Pump Premium,Structural,473.0,Net30,2022-12-24
CON014595,V0331,Fluid Safety Helmet Kit,Fluid,1663.91,Net30,2021-09-16
CON014596,V0366,Safety Hydraulic Pump Heavy Duty,Safety,53.47,Net45,2022-08-14
CON014597,V0016,Electrical Gearbox Premium,Electrical,1187.63,Net15,2021-03-01
CON014598,V0274,Structural PVC Pipe Heavy Duty,Structural,820.55,Net45,2023-07-04
CON014599,V0155,Mechanical Fasteners Heavy Duty,Mechanical,2899.47,Net15,2022-11-14
CON014600,V0341,Instrumentation Industrial Paint Heavy Duty,Instrumentation,4052.94,Net15,2022-08-31
CON014601,V0156,Safety Transformer Oil Kit,Safety,494.86,Net15,2023-09-19
CON014602,V0121,Mechanical Pressure Gauge Standard,Mechanical,2934.34,Net45,2022-01-17
CON014603,V0133,Safety Hydraulic Pump Heavy Duty,Safety,53.19,Net45,2024-02-24
CON014604,V0216,Mechanical Pressure Gauge Standard,Mechanical,3053.46,Net15,2021-02-06
CON014605,V0361,Structural Transformer Oil,Structural,547.81,Net45,2023-11-04
CON014606,V0027,Electrical Transformer Oil Kit,Electrical,2167.71,Net30,2024-06-05
CON014607,V0129,Safety Lubricant Kit,Safety,525.55,Net45,2021-12-21
CON014608,V0407,Instrumentation Flow Meter Kit,Instrumentation,3984.49,Net45,2022-08-28
CON014609,V0319,Safety Transformer Oil Standard,Safety,147.38,Net45,2024-10-13
CON014610,V0356,Instrumentation Hydraulic Pump Premium,Instrumentation,3424.78,Net60,2021-03-18
CON014611,V0398,Safety Steel Rod Standard,Safety,182.52,Net30,2023-01-17
CON014612,V0350,Safety Pneumatic Cylinder Kit,Safety,239.51,Net30,2024-12-02
CON014613,V0344,Instrumentation Copper Wire Heavy Duty,Instrumentation,815.83,Net45,2021-03-09
CON014614,V0261,Electrical Bearing Heavy Duty,Electrical,1863.86,Net45,2021-08-26
CON014615,V0007,Electrical Gearbox Premium,Electrical,1110.34,Net45,2021-01-16
CON014616,V0378,Safety Lubricant Standard,Safety,443.43,Net60,2024-08-16
CON014617,V0246,Safety Control Panel Kit,Safety,240.04,Net45,2022-01-25
CON014618,V0091,Fluid Pneumatic Cylinder,Fluid,2015.66,Net60,2023-12-03
CON014619,V0013,Mechanical Welding Rod Heavy Duty,Mechanical,850.28,Net15,2023-09-05
CON014620,V0488,Fluid Safety Helmet Standard,Fluid,614.81,Net15,2021-09-13
CON014621,V0149,Electrical Transformer Oil Kit,Electrical,2123.43,Net30,2021-08-02
CON014622,V0206,Structural Bearing Kit,Structural,1412.45,Net60,2022-04-03
CON014623,V0343,Instrumentation Bearing,Instrumentation,2656.73,Net30,2021-12-03
CON014624,V0061,Electrical Conveyor Belt Standard,Electrical,1547.21,Net45,2021-04-04
CON014625,V0137,Electrical Steel Rod,Electrical,922.38,Net15,2024-05-27
CON014626,V0372,Instrumentation Industrial Paint Heavy Duty,Instrumentation,3833.4,Net30,2024-08-04
CON014627,V0237,Structural Transformer Oil Kit,Structural,2663.39,Net60,2022-01-27
CON014628,V0383,Electrical Transformer Oil Kit,Electrical,2172.73,Net30,2024-08-11
CON014629,V0151,Mechanical Flow Meter,Mechanical,4067.74,Net30,2022-08-10
CON014630,V0160,Instrumentation Industrial Paint Heavy Duty,Instrumentation,4097.07,Net45,2024-06-23
CON014631,V0261,Electrical Circuit Breaker,Electrical,1688.62,Net45,2024-04-13
CON014632,V0041,Fluid Conveyor Belt,Fluid,2014.1,Net60,2024-02-15
CON014633,V0204,Electrical Gearbox Premium,Electrical,1169.34,Net60,2024-01-02
CON014634,V0133,Structural Gearbox Heavy Duty,Structural,2711.91,Net45,2022-03-23
CON014635,V0323,Mechanical Electric Motor Premium,Mechanical,1049.62,Net60,2023-05-27
CON014636,V0194,Fluid Bearing Premium,Fluid,875.28,Net45,2024-12-07
CON014637,V0195,Instrumentation Flow Meter Heavy Duty,Instrumentation,2913.52,Net30,2024-11-03
CON014638,V0261,Mechanical Safety Helmet Standard,Mechanical,2620.59,Net45,2024-10-16
CON014639,V0125,Fluid Control Panel Premium,Fluid,2071.16,Net60,2023-10-26
CON014640,V0371,Fluid Control Panel Premium,Fluid,2164.76,Net60,2021-01-23
CON014641,V0484,Safety Pressure Gauge Kit,Safety,425.01,Net15,2021-06-05
CON014642,V0282,Instrumentation Electric Motor Premium,Instrumentation,2943.09,Net15,2024-03-16
CON014643,V0343,Structural Steel Rod Kit,Structural,1568.76,Net30,2022-07-25
