po_id,vendor_id,item_name,quantity,po_date,region
PO082207,V0443,Safety Lubricant Standard,146.0,2022-09-24 00:00:00,North
PO082208,V0496,Safety Control Panel Kit,152.0,2024-08-01 00:00:00,West
PO082209,V0342,Electrical Conveyor Belt Heavy Duty,207.0,2024-10-11 00:00:00,Central
PO082210,V0145,Safety Transformer Oil Kit,494.0,2022-09-13 00:00:00,east
PO082211,V0279,Instrumentation Flow Meter Premium,318.0,2025-03-05 00:00:00,North
PO082212,V0251,Electrical Steel Rod Kit,278.0,2023-12-13 00:00:00,Central
PO082213,V0250,Instrumentation Transformer Oil Kit,433.0,2025-05-22 00:00:00,North
PO082214,V0042,Mechanical Electric Motor Standard,257.0,2022-06-15 00:00:00,Central
PO082215,V0100,Structural Bearing Kit,91.0,2025-07-22 00:00:00,South
PO082216,V0255,Safety Pressure Gauge Premium,141.0,2022-09-07 00:00:00,South
PO082217,V0401,Electrical Steel Rod Kit,126.0,2025-07-01 00:00:00,South
PO082218,,Mechanical Circuit Breaker Heavy Duty,134.0,2025-04-17 00:00:00,South
PO082219,V0085,Mechanical Safety Helmet Standard,188.0,2023-06-24 00:00:00,South
PO082220,V0380,Instrumentation Electric Motor Premium,273.0,2022-08-15 00:00:00,South
PO082221,V0346,Instrumentation Circuit Breaker Standard,10.0,2023-04-11 00:00:00,North
PO082222,V0240,Structural Safety Helmet Heavy Duty,183.0,2024-03-28 00:00:00,South
PO082223,V0028,Fluid Lubricant Standard,272.0,2023-09-02 00:00:00,north
PO082224,V0234,Instrumentation Flow Meter Kit,247.0,2023-09-28 00:00:00,North
PO082225,V0420,Instrumentation Copper Wire,339.0,2025-10-23 00:00:00,East
PO082226,V0005,Instrumentation Copper Wire Heavy Duty,268.0,2024-07-01 00:00:00,South
PO082227,,Safety Lubricant Standard,389.0,2024-08-22 00:00:00,East
PO082228,V0406,Fluid Pneumatic Cylinder,150.0,2022-11-26 00:00:00,North
PO082229,V0256,Electrical Lubricant Heavy Duty,77.0,2025-03-30 00:00:00,west
PO082230,V0332,Electrical Steel Rod Standard,203.0,2022-07-17 00:00:00,east
PO082231,V0376,Fluid Bearing Premium,292.0,2022-09-02 00:00:00,Central
,V0152,Mechanical Conveyor Belt,11.0,2025-01-15 00:00:00,central
PO082233,V0149,Safety Pneumatic Cylinder Kit,155.0,2024-10-26 00:00:00,South
PO082234,V0132,Structural Bearing Kit,201.0,2023-08-04 00:00:00,East
PO082235,V0087,Safety Transformer Oil Kit,13.0,2023-09-28 00:00:00,East
PO082236,V0153,Structural PVC Pipe Heavy Duty,178.0,2022-03-30 00:00:00,Central
PO082237,V0477,Safety Pneumatic Cylinder,485.0,2022-08-27 00:00:00,South
PO082238,V0045,Safety Welding Rod Kit,446.0,2023-06-08 00:00:00,West
PO082239,V0125,Fluid Safety Helmet Premium,120.0,2024-07-04 00:00:00,West
,V0158,Safety Pneumatic Cylinder,345.0,2025-11-28 00:00:00,north
PO082241,V0080,Structural Pneumatic Cylinder Premium,114.0,2022-01-04 00:00:00,East
PO082242,V0041,Fluid Lubricant Standard,255.0,2025-02-13 00:00:00,east
PO082243,,Mechanical Conveyor Belt,66.0,2022-12-29 00:00:00,North
PO082244,V0257,Safety Lubricant Kit,446.0,2023-02-12 00:00:00,West
PO082245,V0296,Structural Transformer Oil,11.0,2022-06-30 00:00:00,west
PO082246,V0109,Safety Welding Rod Kit,238.0,2025-11-01 00:00:00,East
PO082247,V0248,Electrical Conveyor Belt,77.0,2025-04-26 00:00:00,Central
PO082248,V0004,Fluid Bearing Premium,369.0,2024-02-12 00:00:00,South
PO082249,V0299,Safety Lubricant Standard,156.0,2022-08-14 00:00:00,South
PO082250,V0001,Safety Transformer Oil Heavy Duty,138.0,2024-08-24 00:00:00,North
PO082251,V0321,Instrumentation Electric Motor Premium,292.0,2025-08-22 00:00:00,north
PO082252,V0239,Instrumentation Pneumatic Cylinder Premium,291.0,2022-10-21 00:00:00,West
PO082253, V0056 ,Instrumentation Fasteners,133.0,2023-12-24 00:00:00,North
PO082254,V0046,Structural Gearbox Heavy Duty,363.0,2024-11-14 00:00:00,Central
PO082255,V0004,Instrumentation Flow Meter Kit,248.0,2025-01-23 00:00:00,South
PO082256,V0271,Instrumentation Flow Meter Kit,223.0,2022-10-01 00:00:00,West
PO082257,V0404,Instrumentation Industrial Paint Heavy Duty,444.0,2025-10-30 00:00:00,South
PO082258,V0432,Mechanical Circuit Breaker Premium,360.0,2025-09-18 00:00:00,Central
PO082259,V0280,Mechanical Pressure Gauge Standard,263.0,2024-11-23 00:00:00,east
PO082260,V0448,Fluid Safety Helmet Premium,344.0,2023-06-14 00:00:00,West
PO082261,V0436,Fluid Bearing Premium,411.0,2025-11-09 00:00:00,North
PO082262,V0350,Structural PVC Pipe Heavy Duty,413.0,2023-06-22 00:00:00,north
PO082263,V0182,Safety Gearbox Premium,189.0,2022-12-16 00:00:00,South
PO082264,V0415,Instrumentation Bearing,86.0,2024-06-24 00:00:00,North
PO082265,V0193,Safety Transformer Oil Premium,75.0,2022-08-29 00:00:00,East
PO082266,V0199,Safety Pneumatic Cylinder Kit,317.0,2025-08-01 00:00:00,South
PO082267,V0340,Instrumentation Copper Wire Heavy Duty,146.0,2024-11-04 00:00:00,East
PO082268,V0466,Mechanical PVC Pipe Premium,93.0,2022-03-01 00:00:00,Central
PO082269,V0247,Safety Pneumatic Cylinder Kit,133.0,2023-06-26 00:00:00,West
PO082270,V0092,Structural Copper Wire Standard,232.0,2024-01-10 00:00:00,Central
PO082271,V0073,Electrical Conveyor Belt Standard,492.0,2023-10-30 00:00:00,Central
PO082272,V0152,Mechanical Pressure Gauge Standard,114.0,2025-06-07 00:00:00,Central
PO082273,V0228,Safety Control Panel Kit,352.0,2022-07-07 00:00:00,West
PO082274,V0149,Fluid Safety Helmet Kit,409.0,2022-12-26 00:00:00,South
PO082275,V0356,Mechanical Electric Motor Standard,286.0,2025-01-16 00:00:00,South
PO082276,V0266,Safety Control Panel,326.0,2025-05-29 00:00:00,east
PO082277,V0201,Instrumentation Transformer Oil Kit,85.0,2025-03-03 00:00:00,North
PO082278,V0109,Fluid Flow Meter Kit,107.0,2024-02-03 00:00:00,east
PO082279,V0302,Structural Flow Meter Premium,275.0,2022-08-26 00:00:00,North
PO082280,V0339,Fluid Bearing Premium,390.0,2022-11-27 00:00:00,Central
PO082281,V0393,Mechanical Pressure Gauge Premium,407.0,2022-08-12 00:00:00,East
PO082282,V0496,Electrical Steel Rod Kit,432.0,2025-07-26 00:00:00,west
PO082283,V0119,Safety Pneumatic Cylinder,415.0,2025-10-12 00:00:00,West
PO082284,V0007,Structural Transformer Oil Kit,427.0,2024-09-04 00:00:00,North
PO082285,V0247,Mechanical Electric Motor Premium,89.0,2023-09-19 00:00:00,West
PO082286,V0465,Electrical Safety Helmet Kit,,2025-07-31 00:00:00,East
PO082287,V0128,Safety Welding Rod Kit,255.0,2023-09-24 00:00:00,Central
PO082288,V0380,Mechanical Fasteners Heavy Duty,41.0,2024-06-27 00:00:00,South
PO082289,V0158,Instrumentation Fasteners,249.0,2024-02-06 00:00:00,North
PO082290,V0193,Safety Conveyor Belt,317.0,2024-05-17 00:00:00,East
PO082291,V0475,Safety Lubricant Kit,258.0,2023-04-15 00:00:00,East
PO082292,V0229,Electrical Transformer Oil Standard,78.0,2024-03-12 00:00:00,North
PO082293,V0362,Safety Transformer Oil Premium,237.0,2023-12-02 00:00:00,East
PO082294,V0271,Instrumentation Flow Meter Heavy Duty,272.0,9999-99-99,West
PO082295,V0382,Electrical Transformer Oil Kit,101.0,2024-10-28 00:00:00,North
PO082296,V0157,Mechanical Electric Motor Standard,289.0,2023-03-22 00:00:00,West
PO082297,V0443,Structural Copper Wire Standard,182.0,2024-08-19 00:00:00,North
PO082298,V0270,Structural Conveyor Belt Premium,494.0,2022-02-18 00:00:00,Central
PO082299,V0154,Instrumentation Pneumatic Cylinder Premium,301.0,2023-09-13 00:00:00,North
PO082300,,Electrical Bearing Heavy Duty,444.0,2024-07-28 00:00:00,South
PO082301,V0006,Safety Hydraulic Pump Standard,485.0,2022-03-28 00:00:00,South
PO082302,V0177,Safety Steel Rod Standard,143.0,2025-12-23 00:00:00,Central
PO082303,,Instrumentation Bearing,27.0,2022-12-02 00:00:00,South
PO082304,V0029,Safety Transformer Oil Standard,414.0,2023-01-30 00:00:00,South
PO082305,V0271,Structural Gearbox Heavy Duty,332.0,2024-07-17 00:00:00,West
PO082306,V0496,Electrical Steel Rod,292.0,2022-09-10 00:00:00,West
PO082307,V0211,Mechanical Flow Meter,91.0,2025-09-05 00:00:00,west
PO082308,V0271,Safety Transformer Oil Heavy Duty,93.0,2025-11-10 00:00:00,West
PO082309,V0112,Structural Flow Meter Premium,181.0,2022-11-30 00:00:00,Central
PO082310,V0105,Safety Hydraulic Pump Standard,,2024-01-13 00:00:00,Central
PO082311,V0163,Instrumentation Safety Helmet,231.0,2022-02-16 00:00:00,North
PO082312,V0420,Structural Conveyor Belt Premium,327.0,2024-02-11 00:00:00,East
PO082313,V0482,Structural Pressure Gauge Standard,384.0,2024-11-09 00:00:00,Central
PO082314,V0371,Structural Conveyor Belt Standard,46.0,2023-01-15 00:00:00,East
PO082315,V0011,Mechanical Pressure Gauge Standard,112.0,2022-08-16 00:00:00,West
PO082316,V0220,Fluid Safety Helmet Kit,331.0,2022-10-09 00:00:00,West
PO082317,V0210,Fluid Safety Helmet Premium,50.0,2022-01-16 00:00:00,East
PO082318,V0469,Safety Pressure Gauge Premium,216.0,2023-03-25 00:00:00,East
PO082319,V0376,Electrical Gearbox Premium,433.0,2024-01-24 00:00:00,Central
PO082320,V0358,Electrical Copper Wire Premium,130.0,2024-11-19 00:00:00,South
PO082321, V0278 ,Fluid Control Panel Premium,251.0,2022-09-03 00:00:00,Central
PO082322,V0323,Structural Conveyor Belt Premium,355.0,2023-05-08 00:00:00,Central
PO082323,V0350,Instrumentation Industrial Paint Heavy Duty,333.0,2025-06-17 00:00:00,North
PO082324,V0271,Mechanical Copper Wire Heavy Duty,202.0,2025-07-13 00:00:00,West
PO082325,V0425,Safety Transformer Oil Premium,2.0,2025-09-10 00:00:00,South
PO082326,V0020,Safety Control Panel Heavy Duty,394.0,2024-06-29 00:00:00,Central
PO082327,V0472,Instrumentation Flow Meter Kit,212.0,2025-06-22 00:00:00,West
PO082328,V0387,Safety Control Panel Kit,282.0,2025-09-15 00:00:00,West
PO082329,V0257,Instrumentation Copper Wire Heavy Duty,195.0,2023-11-09 00:00:00,West
PO082330,V0435,Structural Conveyor Belt Standard,205.0,2022-06-19 00:00:00,East
PO082331,V0416,Electrical Conveyor Belt Heavy Duty,33.0,2025-06-28 00:00:00,West
PO082332,V0209,Electrical Gearbox Premium,116.0,2025-10-28 00:00:00,South
PO082333,V0423,Mechanical Pressure Gauge Premium,230.0,2024-06-04 00:00:00,South
PO082334,V0097,Instrumentation Flow Meter Premium,484.0,2025-07-22 00:00:00,west
PO082335,V0233,Mechanical Welding Rod Heavy Duty,153.0,2023-01-08 00:00:00,East
PO082336,V0120,Instrumentation Bearing,24.0,2025-12-09 00:00:00,Central
PO082337,V0065,Electrical Gearbox Premium,213.0,2023-06-25 00:00:00,West
PO082338,V0451,Electrical Bearing Heavy Duty,39.0,2024-02-06 00:00:00,north
PO082339,V0184,Instrumentation Pneumatic Cylinder Premium,41.0,2022-11-03 00:00:00,West
PO082340,V0342,Instrumentation Pneumatic Cylinder Premium,401.0,2023-06-26 00:00:00,Central
,V0187,Safety Control Panel Kit,303.0,2022-03-06 00:00:00,Central
PO082342,V0266,Instrumentation Bearing Premium,446.0,2024-01-20 00:00:00,East
PO082343,V0174,Electrical Bearing Heavy Duty,320.0,2024-01-12 00:00:00,Central
PO082344,V0374,Fluid Safety Helmet Standard,169.0,2024-11-03 00:00:00,Central
PO082345,V0394,Fluid Bearing Premium,202.0,2025-03-05 00:00:00,South
PO082346,V0216,Instrumentation Bearing Premium,,2024-08-12 00:00:00,Central
PO082347,V0435,Electrical Steel Rod Kit,461.0,2022-12-22 00:00:00,East
PO082348,V0177,Safety Pneumatic Cylinder Kit,77.0,2023-04-23 00:00:00,Central
PO082349,V0382,Instrumentation Hydraulic Pump Premium,409.0,2024-01-14 00:00:00,North
PO082350,V0325,Fluid Safety Helmet Premium,139.0,2025-05-04 00:00:00,North
PO082351,V0227,Safety Transformer Oil Kit,232.0,2022-05-10 00:00:00,West
PO082352,V0449,Instrumentation Flow Meter Premium,275.0,2025-03-09 00:00:00,Central
PO082353,V0282,Mechanical Welding Rod Heavy Duty,61.0,2025-09-27 00:00:00,North
PO082354,V0424,Electrical Transformer Oil Kit,457.0,2025-07-03 00:00:00,North
PO082355,V0367,Electrical Conveyor Belt Standard,406.0,2024-11-16 00:00:00,North
PO082356,V0260,Electrical Gearbox Premium,322.0,2024-11-25 00:00:00,west
PO082357,V0163,Mechanical Electric Motor Standard,263.0,2023-10-06 00:00:00,North
PO082358,V0476,Electrical Steel Rod Kit,194.0,2024-01-04 00:00:00,Central
PO082359,V0031,Electrical PVC Pipe Kit,298.0,2022-11-17 00:00:00,East
PO082360,V0451,Safety Welding Rod Kit,282.0,2022-12-14 00:00:00,North
PO082361,V0249,Structural Conveyor Belt Standard,204.0,2025-05-14 00:00:00,North
PO082362,V0377,Mechanical Conveyor Belt,464.0,2022-11-16 00:00:00,North
PO082363,V0167,Safety Control Panel,272.0,2025-06-06 00:00:00,North
PO082364,V0191,Structural Lubricant,5.0,2024-06-17 00:00:00,South
PO082365,V0098,Safety Control Panel Kit,25.0,2024-09-15 00:00:00,South
PO082366,V0479,Electrical Steel Rod,442.0,2022-03-10 00:00:00,West
PO082367,V0024,Safety Control Panel,145.0,2023-01-08 00:00:00,South
PO082368,V0192,Electrical PVC Pipe Premium,73.0,2024-01-18 00:00:00,North
PO082369,V0167,Instrumentation Hydraulic Pump Premium,454.0,2025-07-15 00:00:00,North
PO082370,V0408,Safety Hydraulic Pump Heavy Duty,54.0,2025-04-13 00:00:00,East
PO082371,V0247,Safety Steel Rod Standard,459.0,2025-02-03 00:00:00,West
PO082372,V0088,Mechanical PVC Pipe Premium,452.0,2023-08-04 00:00:00,West
PO082373,V0249,Safety Pneumatic Cylinder,478.0,2023-12-29 00:00:00,North
PO082374,V0122,Mechanical Flow Meter,25.0,2025-02-21 00:00:00,West
PO082375,V0008,Electrical Circuit Breaker,137.0,2023-10-17 00:00:00,Central
PO082376,V0267,Structural Flow Meter Premium,467.0,2023-10-06 00:00:00,West
PO082377,V0180,Electrical Conveyor Belt,414.0,2023-08-07 00:00:00,South
PO082378,V0124,Fluid Safety Helmet Premium,134.0,2022-10-06 00:00:00,Central
PO082379,V0090,Safety Pressure Gauge Kit,452.0,2022-11-20 00:00:00,North
PO082380,V0226,Safety Transformer Oil Standard,376.0,2022-03-19 00:00:00,West
PO082381,V0440,Safety Lubricant Kit,196.0,2023-10-21 00:00:00,Central
PO082382,V0380,Structural Transformer Oil Kit,416.0,2023-08-26 00:00:00,south
PO082383,V0003,Fluid Pneumatic Cylinder,291.0,2024-10-25 00:00:00,East
PO082384,V0366,Electrical Conveyor Belt Standard,15.0,2024-07-15 00:00:00,East
PO082385,V0039,Structural Steel Rod Kit,48.0,2022-12-31 00:00:00,North
PO082386,V0269,Fluid Flow Meter Kit,384.0,2025-03-29 00:00:00,West
PO082387,V0391,Safety Lubricant Standard,466.0,2022-08-15 00:00:00,East
PO082388,V0226,Safety Flow Meter Kit,61.0,2023-01-16 00:00:00,West
PO082389,V0187,Electrical Circuit Breaker,481.0,2025-05-14 00:00:00,Central
PO082390,,Electrical PVC Pipe Premium,415.0,2024-10-29 00:00:00,east
PO082391,V0015,Mechanical Circuit Breaker Heavy Duty,229.0,2025-09-07 00:00:00,South
PO082392,V0055,Instrumentation Copper Wire,279.0,2025-11-11 00:00:00,South
PO082393,V0440,Structural Transformer Oil Kit,106.0,2025-10-30 00:00:00,Central
PO082394,V0447,Safety Control Panel,283.0,2025-02-27 00:00:00,East
PO082395,V0186,Structural Copper Wire Premium,118.0,2024-04-03 00:00:00,West
PO082396,V0265,Safety Pneumatic Cylinder Kit,488.0,2024-07-06 00:00:00,West
,V0085,Safety Control Panel Kit,393.0,2023-05-04 00:00:00,South
PO082398,V0446,Safety Steel Rod Standard,,2023-05-24 00:00:00,East
PO082399,V0232,Safety Hydraulic Pump Standard,99.0,2025-08-28 00:00:00,west
PO082400,V0278,Electrical Conveyor Belt Heavy Duty,357.0,2024-01-20 00:00:00,central
PO082401,V0062,Structural Steel Rod Kit,378.0,2025-10-16 00:00:00,North
PO082402,V0307,Instrumentation Copper Wire,67.0,2025-11-07 00:00:00,Central
PO082403,V0349,Mechanical Flow Meter Premium,225.0,2023-04-28 00:00:00,North
PO082404,V0148,Instrumentation Steel Rod,470.0,2024-07-22 00:00:00,south
PO082405,V0452,Mechanical Flow Meter Premium,296.0,2022-02-28 00:00:00,West
PO082406,V0105,Safety Pressure Gauge Kit,126.0,2025-07-18 00:00:00,Central
PO082407,V0452,Electrical Pneumatic Cylinder Kit,204.0,2024-05-27 00:00:00,West
PO082408,V0353,Electrical Copper Wire Premium,215.0,2023-03-18 00:00:00,East
PO082409,V0418,Electrical Steel Rod Kit,283.0,2022-10-27 00:00:00,south
PO082410,V0350,Safety Control Panel Heavy Duty,467.0,2023-02-27 00:00:00,North
PO082411,V0215,Structural Valves Standard,269.0,2022-04-15 00:00:00,central
PO082412,V0166,Electrical Pneumatic Cylinder Kit,482.0,2022-01-08 00:00:00,north
PO082413,V0367,Electrical Steel Rod Kit,388.0,2025-07-06 00:00:00,North
PO082414,V0150,Safety Pressure Gauge Premium,200.0,2022-06-02 00:00:00,East
PO082415,V0034,Safety Transformer Oil Heavy Duty,388.0,2024-06-21 00:00:00,South
PO082416,V0127,Instrumentation Copper Wire,343.0,2022-06-25 00:00:00,East
PO082417,V0380,Safety Pneumatic Cylinder Kit,,2025-05-31 00:00:00,South
PO082418,V0397,Instrumentation Valves Heavy Duty,62.0,2023-12-26 00:00:00,East
PO082419,V0138,Safety Welding Rod Kit,432.0,2023-12-31 00:00:00,West
PO082420,V0163,Electrical Steel Rod Standard,223.0,2024-09-03 00:00:00,North
PO082421,V0270,Mechanical Safety Helmet Standard,291.0,2024-05-30 00:00:00,Central
PO082422,V0131,Instrumentation Flow Meter Premium,,2023-01-22 00:00:00,Central
PO082423,V0302,Structural PVC Pipe Heavy Duty,220.0,2022-09-29 00:00:00,North
PO082424,,Electrical PVC Pipe Premium,176.0,2025-05-04 00:00:00,East
PO082425,V0063,Mechanical Welding Rod Heavy Duty,176.0,2024-02-06 00:00:00,West
PO082426,V0080,Safety Transformer Oil Premium,347.0,2025-08-22 00:00:00,East
,V0129,Mechanical Circuit Breaker Premium,424.0,2022-09-02 00:00:00,North
PO082428,V0088,Instrumentation Bearing Premium,,2024-03-15 00:00:00,West
PO082429,V0490,Fluid Pneumatic Cylinder,424.0,2024-04-27 00:00:00,South
PO082430,V0330,Structural Hydraulic Pump Premium,120.0,2022-09-16 00:00:00,East
PO082431,V0093,Electrical Steel Rod Kit,392.0,2022-05-25 00:00:00,East
PO082432,V0212,Structural Gearbox Heavy Duty,122.0,2023-12-14 00:00:00,South
PO082433,V0135,Structural Transformer Oil,61.0,2025-11-15 00:00:00,East
PO082434,V0342,Structural Copper Wire Premium,328.0,2024-05-16 00:00:00,Central
PO082435,V0439,Structural Safety Helmet Heavy Duty,196.0,2025-07-25 00:00:00,South
PO082436,V0198,Electrical Transformer Oil Kit,20.0,2024-08-26 00:00:00,Central
PO082437,V0215,Fluid Lubricant Standard,461.0,2023-07-07 00:00:00,Central
PO082438,V0197,Structural Copper Wire Standard,435.0,2025-02-15 00:00:00,South
PO082439,V0223,Structural Pneumatic Cylinder Premium,494.0,2024-02-10 00:00:00,North
PO082440,V0019,Electrical Copper Wire Premium,241.0,2023-02-25 00:00:00,North
PO082441,V0294,Instrumentation Steel Rod,123.0,2024-10-14 00:00:00,North
PO082442,V0477,Electrical Steel Rod Standard,247.0,2023-08-02 00:00:00,South
PO082443,V0393,Structural Pressure Gauge Standard,336.0,2024-10-03 00:00:00,East
PO082444,V0435,Fluid Lubricant Standard,53.0,2022-04-15 00:00:00,East
PO082445,V0117,Safety Control Panel Kit,464.0,2023-04-30 00:00:00,South
PO082446,V0303,Instrumentation Hydraulic Pump Premium,72.0,2025-08-09 00:00:00,central
PO082447,V0451,Safety Hydraulic Pump Standard,308.0,2022-02-03 00:00:00,North
PO082448,V0036,Structural Lubricant,88.0,2023-03-12 00:00:00,North
PO082449,V0443,Safety Pressure Gauge Kit,385.0,2024-04-27 00:00:00,North
PO082450,V0035,Mechanical Circuit Breaker Heavy Duty,226.0,2024-03-16 00:00:00,East
PO082451,V0493,Structural Bearing,56.0,2023-05-14 00:00:00,Central
PO082452,V0044,Structural Lubricant,485.0,2024-11-23 00:00:00,North
PO082453,V0184,Mechanical Pressure Gauge Standard,69.0,2024-05-25 00:00:00,West
PO082454,V0030,Fluid Safety Helmet Premium,443.0,2025-09-29 00:00:00,west
PO082455,V0031,Mechanical Safety Helmet Standard,240.0,2025-12-16 00:00:00,East
PO082456,V0438,Electrical Conveyor Belt,444.0,2022-04-21 00:00:00,East
PO082457,V0034,Fluid Pneumatic Cylinder,73.0,2022-09-19 00:00:00,South
PO082458,V0397,Fluid Safety Helmet Kit,490.0,2024-03-01 00:00:00,East
PO082459,V0457,Electrical Safety Helmet Kit,269.0,2025-07-06 00:00:00,West
PO082460,V0469,Electrical PVC Pipe Premium,113.0,2024-11-13 00:00:00,East
PO082461,V0437,Mechanical Welding Rod Heavy Duty,335.0,2024-07-20 00:00:00,North
PO082462,V0479,Instrumentation Transformer Oil Kit,84.0,2022-08-27 00:00:00,West
PO082463,V0028,Fluid Safety Helmet Standard,347.0,2025-10-26 00:00:00,North
PO082464,V0499,Electrical Steel Rod Standard,410.0,2024-07-23 00:00:00,central
PO082465, V0011 ,Safety Flow Meter Kit,433.0,2023-11-15 00:00:00,West
PO082466,V0086,Safety Welding Rod Kit,193.0,2024-10-26 00:00:00,North
PO082467,V0042,Structural Pneumatic Cylinder Premium,348.0,2023-06-13 00:00:00,Central
PO082468,V0375,Safety Steel Rod Standard,285.0,2022-02-10 00:00:00,West
PO082469,V0046,Instrumentation Steel Rod,327.0,2023-11-15 00:00:00,Central
PO082470,V0147,Structural Bearing Kit,320.0,2023-04-09 00:00:00,Central
PO082471,V0319,Structural Gearbox Heavy Duty,452.0,2022-05-17 00:00:00,East
PO082472,V0246,Instrumentation Circuit Breaker Standard,495.0,2024-12-24 00:00:00,North
PO082473,V0070,Structural Copper Wire Premium,365.0,2025-07-07 00:00:00,South
PO082474,V0253,Mechanical Fasteners Premium,345.0,2025-02-03 00:00:00,North
PO082475,V0169,Instrumentation Bearing Premium,36.0,2024-04-12 00:00:00,North
PO082476,V0290,Instrumentation Pneumatic Cylinder Premium,471.0,2023-11-11 00:00:00,North
PO082477,V0264,Structural Conveyor Belt Standard,254.0,2025-01-23 00:00:00,North
PO082478,V0496,Electrical Steel Rod Standard,267.0,2023-10-30 00:00:00,west
PO082479,V0436,Instrumentation Pneumatic Cylinder Premium,488.0,2023-01-09 00:00:00,North
PO082480,V0002,Structural Copper Wire Premium,254.0,2023-01-17 00:00:00,North
PO082481,V0091,Instrumentation Steel Rod,123.0,2024-11-04 00:00:00,South
PO082482,V0460,Instrumentation Bearing,281.0,2024-11-19 00:00:00,Central
PO082483,V0264,Safety Hydraulic Pump Standard,481.0,2025-08-01 00:00:00,North
PO082484,V0380,Fluid Safety Helmet Standard,386.0,2024-08-18 00:00:00,south
PO082485,V0248,Instrumentation Pneumatic Cylinder Premium,259.0,2024-03-10 00:00:00,Central
PO082486,V0393,Structural Transformer Oil,359.0,2022-09-10 00:00:00,East
PO082487,V0070,Safety Transformer Oil Heavy Duty,273.0,2024-07-02 00:00:00,South
PO082488,V0369,Safety Pneumatic Cylinder Kit,305.0,2022-11-18 00:00:00,East
PO082489,V0440,Electrical Bearing Heavy Duty,95.0,2024-08-04 00:00:00,Central
PO082490,V0132,Electrical Steel Rod Kit,250.0,2023-07-13 00:00:00,East
PO082491,V0184,Electrical Conveyor Belt Heavy Duty,33.0,2024-05-04 00:00:00,West
PO082492,V0292,Fluid Pneumatic Cylinder,237.0,2022-04-29 00:00:00,North
PO082493,V0439,Mechanical Electric Motor Premium,327.0,2022-01-22 00:00:00,South
PO082494,V0457,Instrumentation Safety Helmet,307.0,2023-05-19 00:00:00,West
PO082495,V0261,Structural Conveyor Belt Premium,119.0,2023-08-26 00:00:00,North
PO082496,V0330,Mechanical Fasteners Heavy Duty,31.0,2022-07-04 00:00:00,East
PO082497,V0441,Structural Transformer Oil Kit,251.0,2022-01-01 00:00:00,East
PO082498,V0119,Fluid Conveyor Belt,48.0,2024-02-05 00:00:00,West
PO082499,V0414,Structural Transformer Oil Kit,319.0,2025-02-22 00:00:00,West
PO082500,V0131,Electrical Copper Wire Premium,224.0,2025-02-14 00:00:00,central
PO082501,,Mechanical Flow Meter,275.0,2022-12-20 00:00:00,Central
PO082502,V0469,Fluid Control Panel Premium,201.0,2024-12-17 00:00:00,East
PO082503,V0250,Safety Gearbox Premium,474.0,2024-07-12 00:00:00,North
PO082504,V0048,Electrical Safety Helmet Kit,419.0,2022-02-27 00:00:00,West
PO082505,V0452,Structural Steel Rod Kit,91.0,2023-04-28 00:00:00,West
PO082506,V0290,Safety Welding Rod Kit,354.0,2024-02-03 00:00:00,North
PO082507,V0038,Instrumentation Hydraulic Pump Premium,355.0,2022-07-01 00:00:00,West
PO082508, V0005 ,Fluid Safety Helmet Standard,487.0,2024-09-03 00:00:00,South
PO082509,V0131,Structural Hydraulic Pump Premium,,2022-06-26 00:00:00,Central
PO082510,V0063,Safety Transformer Oil Standard,370.0,2025-04-21 00:00:00,West
PO082511,V0315,Structural Flow Meter Premium,107.0,2025-04-19 00:00:00,West
PO082512,V0296,Safety Pressure Gauge Kit,10.0,2023-07-06 00:00:00,West
PO082513,V0424,Mechanical Conveyor Belt,140.0,2025-10-07 00:00:00,North
PO082514,V0251,Fluid Safety Helmet Standard,45.0,2025-11-19 00:00:00,Central
PO082515,V0130,Safety Control Panel,208.0,2025-03-04 00:00:00,North
PO082516,V0027,Structural Conveyor Belt Standard,490.0,2024-06-30 00:00:00,East
PO082517,V0005,Structural Pneumatic Cylinder Premium,465.0,2023-06-13 00:00:00,South
PO082518,V0466,Structural Safety Helmet Heavy Duty,173.0,2023-11-25 00:00:00,Central
PO082519,V0074,Fluid Flow Meter Kit,99.0,2022-01-31 00:00:00,South
PO082520,V0247,Fluid Control Panel Premium,328.0,2022-02-11 00:00:00,West
PO082521, V0398 ,Fluid Safety Helmet Premium,238.0,2025-05-21 00:00:00,Central
PO082522,V0467,Structural Transformer Oil,489.0,2024-09-03 00:00:00,East
PO082523,V0103,Electrical Steel Rod,158.0,2022-04-12 00:00:00,Central
PO082524,V0119,Safety Flow Meter Kit,469.0,2024-05-24 00:00:00,West
PO082525,V0093,Instrumentation Copper Wire,316.0,2023-07-02 00:00:00,East
PO082526,V0082,Mechanical Pressure Gauge Standard,9.0,2025-09-15 00:00:00,South
,V0227,Instrumentation Copper Wire Heavy Duty,200.0,2023-06-13 00:00:00,West
PO082528,V0319,Instrumentation Fasteners,341.0,2022-04-14 00:00:00,East
PO082529,V0353,Mechanical Fasteners Premium,39.0,2025-11-18 00:00:00,East
PO082530,V0163,Safety Lubricant Kit,193.0,2024-08-26 00:00:00,North
PO082531,,Instrumentation Safety Helmet,392.0,2025-09-13 00:00:00,East
PO082532,V0002,Safety Lubricant Kit,233.0,2022-05-28 00:00:00,North
